Task,Runtime_ms,Count,Avg_delay_ms,Max_delay_ms,Max_delay_start,Max_delay_end
scx-adapt:(7),25.063 ms,191,avg:   0.057 ms,max:   2.007 ms,max start: 32156.244464 s,max end: 32156.246472 s
pool-0:3990,0.603 ms,12,avg:   0.057 ms,max:   0.534 ms,max start: 32156.445941 s,max end: 32156.446475 s
ksoftirqd/2:25,2.138 ms,82,avg:   0.056 ms,max:   0.962 ms,max start: 32154.319500 s,max end: 32154.320462 s
kworker/7:1-eve:47002,1.156 ms,79,avg:   0.055 ms,max:   1.010 ms,max start: 32153.220446 s,max end: 32153.221456 s
kworker/4:0-mm_:62549,0.553 ms,37,avg:   0.054 ms,max:   1.002 ms,max start: 32162.035451 s,max end: 32162.036453 s
kworker/9:0-mm_:49052,0.764 ms,55,avg:   0.054 ms,max:   1.000 ms,max start: 32162.067448 s,max end: 32162.068448 s
kworker/8:0-eve:62405,0.969 ms,63,avg:   0.051 ms,max:   0.998 ms,max start: 32162.060450 s,max end: 32162.061448 s
ksoftirqd/1:55,2.834 ms,97,avg:   0.050 ms,max:   1.964 ms,max start: 32155.748486 s,max end: 32155.750450 s
cpuUsage.sh:(17),30.572 ms,110,avg:   0.049 ms,max:   1.248 ms,max start: 32146.772728 s,max end: 32146.773976 s
ksoftirqd/10:49,0.394 ms,35,avg:   0.048 ms,max:   0.580 ms,max start: 32156.930536 s,max end: 32156.931116 s
kworker/1:1-eve:44790,0.797 ms,79,avg:   0.048 ms,max:   2.003 ms,max start: 32155.980446 s,max end: 32155.982449 s
ksoftirqd/4:31,0.997 ms,47,avg:   0.047 ms,max:   0.939 ms,max start: 32150.664525 s,max end: 32150.665465 s
kworker/6:0-mm_:77167,0.840 ms,59,avg:   0.045 ms,max:   0.929 ms,max start: 32154.803449 s,max end: 32154.804378 s
kworker/11:1-ev:75648,0.547 ms,41,avg:   0.045 ms,max:   0.611 ms,max start: 32154.803449 s,max end: 32154.804059 s
Chrome_ChildIOT:(4),206.128 ms,3304,avg:   0.043 ms,max:   3.586 ms,max start: 32156.257884 s,max end: 32156.261470 s
Thread-4 (_thre:77428,1.129 ms,16,avg:   0.040 ms,max:   0.391 ms,max start: 32155.572864 s,max end: 32155.573255 s
codium:cs0:60382,67.826 ms,556,avg:   0.040 ms,max:   2.476 ms,max start: 32159.391348 s,max end: 32159.393824 s
KMS thread:3551,232.257 ms,1964,avg:   0.037 ms,max:   4.102 ms,max start: 32157.186772 s,max end: 32157.190874 s
VizCompositorTh:60422,444.487 ms,1939,avg:   0.036 ms,max:   3.665 ms,max start: 32156.472821 s,max end: 32156.476486 s
kworker/u50:7-b:71361,345.871 ms,2666,avg:   0.036 ms,max:   4.762 ms,max start: 32157.663686 s,max end: 32157.668448 s
kworker/u50:0-b:63229,278.699 ms,2215,avg:   0.036 ms,max:   5.000 ms,max start: 32159.406448 s,max end: 32159.411448 s
Compositor:60429,436.244 ms,2584,avg:   0.035 ms,max:   5.369 ms,max start: 32156.404092 s,max end: 32156.409461 s
kworker/u50:5-b:71359,88.793 ms,1105,avg:   0.035 ms,max:   3.806 ms,max start: 32153.310454 s,max end: 32153.314260 s
Xwayland:cs0:8915,84.228 ms,963,avg:   0.035 ms,max:   0.770 ms,max start: 32157.257724 s,max end: 32157.258494 s
irqbalance:960,0.978 ms,1,avg:   0.034 ms,max:   0.034 ms,max start: 32154.009444 s,max end: 32154.009479 s
dbus-broker:953,0.432 ms,9,avg:   0.034 ms,max:   0.121 ms,max start: 32161.006862 s,max end: 32161.006983 s
gnome-shell:3513,1272.258 ms,2732,avg:   0.033 ms,max:   2.370 ms,max start: 32156.359697 s,max end: 32156.362068 s
Mutter Input Th:3575,5.364 ms,62,avg:   0.033 ms,max:   0.765 ms,max start: 32147.016688 s,max end: 32147.017453 s
codium:gl0:60391,1.903 ms,17,avg:   0.033 ms,max:   0.259 ms,max start: 32157.849358 s,max end: 32157.849617 s
gdbus:(6),3.031 ms,16,avg:   0.030 ms,max:   0.139 ms,max start: 32147.637479 s,max end: 32147.637617 s
kworker/u51:2-h:902,1.376 ms,63,avg:   0.030 ms,max:   0.402 ms,max start: 32159.595463 s,max end: 32159.595865 s
kworker/u50:11-:67106,507.313 ms,4817,avg:   0.030 ms,max:   4.004 ms,max start: 32153.324448 s,max end: 32153.328453 s
kworker/u50:15-:80361,237.168 ms,1989,avg:   0.029 ms,max:   4.398 ms,max start: 32153.312055 s,max end: 32153.316453 s
kworker/5:0-eve:64300,0.974 ms,100,avg:   0.028 ms,max:   0.378 ms,max start: 32156.787452 s,max end: 32156.787830 s
kworker/u50:4-b:71873,399.236 ms,3583,avg:   0.028 ms,max:   3.999 ms,max start: 32153.306454 s,max end: 32153.310453 s
kworker/u50:13-:67108,222.870 ms,2417,avg:   0.028 ms,max:   4.172 ms,max start: 32150.591299 s,max end: 32150.595471 s
codium:(38),2518.443 ms,13064,avg:   0.028 ms,max:   4.757 ms,max start: 32155.636452 s,max end: 32155.641209 s
systemd-logind:1000,10.487 ms,3,avg:   0.028 ms,max:   0.034 ms,max start: 32162.177059 s,max end: 32162.177093 s
kworker/u50:1-b:76461,647.785 ms,4901,avg:   0.028 ms,max:   2.102 ms,max start: 32153.308449 s,max end: 32153.310551 s
kworker/u49:4-b:72422,256.192 ms,3287,avg:   0.028 ms,max:   4.004 ms,max start: 32156.225447 s,max end: 32156.229452 s
kworker/u50:12-:67107,268.439 ms,3505,avg:   0.027 ms,max:   4.005 ms,max start: 32153.314451 s,max end: 32153.318456 s
kworker/u50:17-:74999,366.189 ms,4168,avg:   0.027 ms,max:   3.493 ms,max start: 32159.394451 s,max end: 32159.397944 s
kworker/u50:3-b:76463,635.971 ms,3929,avg:   0.027 ms,max:   3.183 ms,max start: 32159.428445 s,max end: 32159.431629 s
rcu_preempt:16,44.567 ms,4370,avg:   0.027 ms,max:   4.018 ms,max start: 32159.395446 s,max end: 32159.399464 s
kworker/u50:22-:57118,451.706 ms,5789,avg:   0.027 ms,max:   5.581 ms,max start: 32153.310871 s,max end: 32153.316452 s
kworker/u48:3-g:70416,44.135 ms,2257,avg:   0.026 ms,max:   2.936 ms,max start: 32157.187690 s,max end: 32157.190626 s
kworker/u49:6-b:77169,351.641 ms,3228,avg:   0.026 ms,max:   2.011 ms,max start: 32156.242454 s,max end: 32156.244465 s
kworker/u49:14-:81193,386.355 ms,3203,avg:   0.026 ms,max:   2.592 ms,max start: 32156.781861 s,max end: 32156.784453 s
codium:gdrv0:60390,1.245 ms,11,avg:   0.025 ms,max:   0.094 ms,max start: 32147.648076 s,max end: 32147.648170 s
postgres:(25),36965.927 ms,479935,avg:   0.025 ms,max:   4.616 ms,max start: 32155.636640 s,max end: 32155.641257 s
kworker/u50:10-:79482,499.831 ms,3912,avg:   0.025 ms,max:   3.381 ms,max start: 32159.431465 s,max end: 32159.434846 s
kworker/u49:17-:81225,304.639 ms,4906,avg:   0.024 ms,max:   3.818 ms,max start: 32156.219636 s,max end: 32156.223454 s
pgbench:(8),6279.055 ms,280513,avg:   0.024 ms,max:   3.140 ms,max start: 32156.781563 s,max end: 32156.784703 s
ps:81316,27.696 ms,3,avg:   0.024 ms,max:   0.039 ms,max start: 32150.702787 s,max end: 32150.702826 s
Xwayland:8914,360.363 ms,4858,avg:   0.024 ms,max:   1.569 ms,max start: 32154.805870 s,max end: 32154.807438 s
bluetoothd:956,31.994 ms,119,avg:   0.023 ms,max:   0.301 ms,max start: 32146.894765 s,max end: 32146.895066 s
kworker/u49:11-:81191,131.798 ms,2387,avg:   0.023 ms,max:   2.894 ms,max start: 32156.247561 s,max end: 32156.250455 s
kworker/u50:8-w:79480,465.935 ms,2038,avg:   0.023 ms,max:   2.270 ms,max start: 32150.617448 s,max end: 32150.619718 s
kworker/u50:14-:79830,307.380 ms,3448,avg:   0.022 ms,max:   3.997 ms,max start: 32153.310454 s,max end: 32153.314451 s
wpa_supplicant:1524,0.138 ms,2,avg:   0.022 ms,max:   0.034 ms,max start: 32158.706457 s,max end: 32158.706492 s
kworker/u49:12-:81192,237.971 ms,4054,avg:   0.022 ms,max:   4.000 ms,max start: 32156.221448 s,max end: 32156.225447 s
kworker/u49:5-b:72423,645.320 ms,8038,avg:   0.022 ms,max:   3.877 ms,max start: 32159.415568 s,max end: 32159.419445 s
kworker/u49:8-b:79474,383.892 ms,5338,avg:   0.022 ms,max:   2.311 ms,max start: 32157.231511 s,max end: 32157.233822 s
kworker/u49:15-:67749,353.254 ms,5977,avg:   0.022 ms,max:   4.000 ms,max start: 32156.250448 s,max end: 32156.254447 s
kworker/u50:16-:81032,236.357 ms,3620,avg:   0.022 ms,max:   1.759 ms,max start: 32153.321446 s,max end: 32153.323204 s
kauditd:95,0.145 ms,6,avg:   0.021 ms,max:   0.028 ms,max start: 32146.725103 s,max end: 32146.725131 s
kworker/u49:9-b:79475,454.627 ms,6597,avg:   0.021 ms,max:   4.721 ms,max start: 32155.634736 s,max end: 32155.639457 s
kworker/u50:9-b:79481,201.644 ms,2793,avg:   0.021 ms,max:   2.517 ms,max start: 32150.588614 s,max end: 32150.591131 s
kworker/u49:13-:67747,595.719 ms,6347,avg:   0.021 ms,max:   3.368 ms,max start: 32156.728885 s,max end: 32156.732252 s
libuv-worker:(16),6.563 ms,169,avg:   0.021 ms,max:   0.392 ms,max start: 32153.401953 s,max end: 32153.402344 s
tuned-ppd:1583,1.217 ms,15,avg:   0.021 ms,max:   0.137 ms,max start: 32153.573606 s,max end: 32153.573743 s
kworker/u49:2-b:71449,348.114 ms,5691,avg:   0.021 ms,max:   2.007 ms,max start: 32156.247451 s,max end: 32156.249459 s
sssd_kcm:57248,1.094 ms,9,avg:   0.021 ms,max:   0.038 ms,max start: 32161.638442 s,max end: 32161.638481 s
Chrome_IOThread:60339,17.233 ms,173,avg:   0.020 ms,max:   0.154 ms,max start: 32159.435198 s,max end: 32159.435352 s
kworker/u49:7-w:79473,629.762 ms,7819,avg:   0.020 ms,max:   1.040 ms,max start: 32156.490452 s,max end: 32156.491492 s
systemd-journal:623,2.693 ms,6,avg:   0.020 ms,max:   0.038 ms,max start: 32162.177616 s,max end: 32162.177654 s
upowerd:973,3.063 ms,1,avg:   0.019 ms,max:   0.019 ms,max start: 32150.940444 s,max end: 32150.940463 s
kworker/u49:16-:67750,608.267 ms,10022,avg:   0.019 ms,max:   4.005 ms,max start: 32156.229450 s,max end: 32156.233454 s
mutter-x11-fram:8940,4.677 ms,53,avg:   0.019 ms,max:   0.039 ms,max start: 32159.665462 s,max end: 32159.665500 s
kworker/u48:2-g:74013,19.435 ms,1169,avg:   0.019 ms,max:   2.005 ms,max start: 32150.591449 s,max end: 32150.593454 s
kworker/u49:3-e:71457,567.920 ms,9902,avg:   0.019 ms,max:   3.294 ms,max start: 32156.219449 s,max end: 32156.222743 s
gsd-sharing:3758,0.235 ms,3,avg:   0.019 ms,max:   0.033 ms,max start: 32161.006949 s,max end: 32161.006982 s
in:imjournal:1662,2.187 ms,17,avg:   0.018 ms,max:   0.072 ms,max start: 32151.498418 s,max end: 32151.498491 s
unix_chkpwd:81271,1.404 ms,2,avg:   0.018 ms,max:   0.019 ms,max start: 32146.723081 s,max end: 32146.723100 s
kworker/u49:1-b:76428,0.006 ms,1,avg:   0.018 ms,max:   0.018 ms,max start: 32156.251555 s,max end: 32156.251574 s
which:81315,3.819 ms,2,avg:   0.018 ms,max:   0.019 ms,max start: 32150.696659 s,max end: 32150.696678 s
GpuWatchdog:60417,0.095 ms,1,avg:   0.018 ms,max:   0.018 ms,max start: 32147.225852 s,max end: 32147.225870 s
ksoftirqd/5:67,0.556 ms,36,avg:   0.017 ms,max:   0.236 ms,max start: 32152.404455 s,max end: 32152.404691 s
gopls:(3),0.408 ms,9,avg:   0.017 ms,max:   0.059 ms,max start: 32147.339548 s,max end: 32147.339607 s
kworker/u50:18-:81033,1291.092 ms,18645,avg:   0.016 ms,max:   4.639 ms,max start: 32159.394811 s,max end: 32159.399451 s
sudo:(3),26.517 ms,61,avg:   0.016 ms,max:   0.036 ms,max start: 32146.708928 s,max end: 32146.708964 s
kworker/u53:3-t:67876,0.018 ms,2,avg:   0.016 ms,max:   0.025 ms,max start: 32153.418695 s,max end: 32153.418720 s
gvfs-afc-volume:4071,0.375 ms,16,avg:   0.016 ms,max:   0.028 ms,max start: 32162.106442 s,max end: 32162.106471 s
kworker/u48:1-c:76219,8.392 ms,495,avg:   0.016 ms,max:   0.487 ms,max start: 32159.635188 s,max end: 32159.635675 s
auditd:926,0.463 ms,5,avg:   0.015 ms,max:   0.022 ms,max start: 32146.725153 s,max end: 32146.725175 s
sed:(3),6.885 ms,4,avg:   0.015 ms,max:   0.020 ms,max start: 32146.752614 s,max end: 32146.752635 s
goa-identity-se:3979,0.185 ms,3,avg:   0.015 ms,max:   0.017 ms,max start: 32155.945444 s,max end: 32155.945461 s
tuned:1537,1.222 ms,15,avg:   0.015 ms,max:   0.101 ms,max start: 32147.607126 s,max end: 32147.607227 s
gmain:(9),2.245 ms,40,avg:   0.015 ms,max:   0.042 ms,max start: 32160.003440 s,max end: 32160.003482 s
cat:(24),31.153 ms,31,avg:   0.015 ms,max:   0.053 ms,max start: 32150.748610 s,max end: 32150.748663 s
wsdd:17508,0.264 ms,1,avg:   0.015 ms,max:   0.015 ms,max start: 32157.955495 s,max end: 32157.955510 s
JS Helper:(4),0.917 ms,16,avg:   0.014 ms,max:   0.026 ms,max start: 32155.008699 s,max end: 32155.008725 s
systemd-userwor:(3),10.238 ms,95,avg:   0.014 ms,max:   0.052 ms,max start: 32146.739431 s,max end: 32146.739483 s
mt76-tx phy0:1194,0.104 ms,6,avg:   0.014 ms,max:   0.028 ms,max start: 32158.805422 s,max end: 32158.805450 s
git:(5),27.495 ms,6,avg:   0.014 ms,max:   0.030 ms,max start: 32147.886996 s,max end: 32147.887026 s
kworker/u53:10-:77176,0.014 ms,2,avg:   0.014 ms,max:   0.020 ms,max start: 32153.417803 s,max end: 32153.417823 s
pool-1:3850,0.103 ms,3,avg:   0.014 ms,max:   0.018 ms,max start: 32152.779441 s,max end: 32152.779459 s
kworker/u53:6-t:77172,0.354 ms,30,avg:   0.014 ms,max:   0.046 ms,max start: 32161.941432 s,max end: 32161.941479 s
abrt-dump-journ:(3),0.254 ms,3,avg:   0.013 ms,max:   0.014 ms,max start: 32146.994060 s,max end: 32146.994074 s
ksoftirqd/8:43,0.528 ms,28,avg:   0.013 ms,max:   0.144 ms,max start: 32151.718505 s,max end: 32151.718649 s
napi/phy0-0:(3),2.547 ms,93,avg:   0.013 ms,max:   0.221 ms,max start: 32146.759956 s,max end: 32146.760176 s
psimon:1005,2.125 ms,135,avg:   0.013 ms,max:   0.044 ms,max start: 32156.371444 s,max end: 32156.371488 s
rtkit-daemon:(2),0.099 ms,4,avg:   0.012 ms,max:   0.015 ms,max start: 32154.787442 s,max end: 32154.787458 s
kworker/7:1H-kb:242,6.259 ms,521,avg:   0.012 ms,max:   0.889 ms,max start: 32159.704561 s,max end: 32159.705450 s
ksoftirqd/3:61,0.648 ms,51,avg:   0.012 ms,max:   0.051 ms,max start: 32153.656459 s,max end: 32153.656509 s
NetworkManager:1436,0.973 ms,4,avg:   0.012 ms,max:   0.016 ms,max start: 32155.005442 s,max end: 32155.005458 s
localsearch-3:3912,0.054 ms,1,avg:   0.011 ms,max:   0.011 ms,max start: 32159.021445 s,max end: 32159.021457 s
pcscd:4147,0.045 ms,2,avg:   0.011 ms,max:   0.013 ms,max start: 32152.779511 s,max end: 32152.779524 s
systemd:(2),5.366 ms,79,avg:   0.011 ms,max:   0.046 ms,max start: 32146.726171 s,max end: 32146.726217 s
GDM userdb work:1667,3.931 ms,96,avg:   0.011 ms,max:   0.044 ms,max start: 32146.715187 s,max end: 32146.715231 s
rs:main Q:Reg:1680,0.163 ms,6,avg:   0.010 ms,max:   0.012 ms,max start: 32146.994356 s,max end: 32146.994368 s
systemd-machine:970,4.816 ms,92,avg:   0.010 ms,max:   0.042 ms,max start: 32146.715256 s,max end: 32146.715298 s
kworker/u53:9-t:77175,0.021 ms,2,avg:   0.010 ms,max:   0.012 ms,max start: 32153.419012 s,max end: 32153.419025 s
migration/6:36,0.066 ms,5,avg:   0.010 ms,max:   0.016 ms,max start: 32156.478832 s,max end: 32156.478848 s
kworker/u53:5-t:76221,0.094 ms,8,avg:   0.010 ms,max:   0.016 ms,max start: 32151.320691 s,max end: 32151.320707 s
kworker/u53:1-t:75772,0.023 ms,2,avg:   0.010 ms,max:   0.011 ms,max start: 32153.418388 s,max end: 32153.418399 s
migration/10:48,0.067 ms,5,avg:   0.010 ms,max:   0.018 ms,max start: 32156.478999 s,max end: 32156.479017 s
gvfsd-wsdd:17503,0.189 ms,2,avg:   0.009 ms,max:   0.009 ms,max start: 32157.955740 s,max end: 32157.955749 s
kworker/5:1H-kb:290,7.169 ms,591,avg:   0.009 ms,max:   0.620 ms,max start: 32159.723542 s,max end: 32159.724162 s
migration/11:84,0.083 ms,6,avg:   0.009 ms,max:   0.018 ms,max start: 32156.479089 s,max end: 32156.479106 s
migration/1:54,0.118 ms,8,avg:   0.009 ms,max:   0.014 ms,max start: 32156.478543 s,max end: 32156.478557 s
migration/7:72,0.079 ms,6,avg:   0.009 ms,max:   0.017 ms,max start: 32156.478879 s,max end: 32156.478897 s
migration/8:42,0.056 ms,5,avg:   0.008 ms,max:   0.016 ms,max start: 32156.478912 s,max end: 32156.478928 s
sleep:(2),1.246 ms,3,avg:   0.008 ms,max:   0.009 ms,max start: 32146.751884 s,max end: 32146.751894 s
kworker/u53:11-:77177,0.014 ms,2,avg:   0.008 ms,max:   0.011 ms,max start: 32153.416753 s,max end: 32153.416764 s
kworker/1:1H-kb:116,6.950 ms,575,avg:   0.008 ms,max:   0.185 ms,max start: 32159.726187 s,max end: 32159.726373 s
kworker/0:1H-kb:230,8.199 ms,690,avg:   0.008 ms,max:   0.406 ms,max start: 32156.727909 s,max end: 32156.728315 s
migration/0:19,0.050 ms,5,avg:   0.008 ms,max:   0.011 ms,max start: 32156.478470 s,max end: 32156.478481 s
migration/9:78,0.071 ms,6,avg:   0.008 ms,max:   0.015 ms,max start: 32160.478956 s,max end: 32160.478971 s
kworker/3:1H-kb:454,6.622 ms,550,avg:   0.007 ms,max:   0.218 ms,max start: 32159.752489 s,max end: 32159.752707 s
migration/5:66,0.088 ms,7,avg:   0.007 ms,max:   0.012 ms,max start: 32147.886984 s,max end: 32147.886996 s
crond:1640,0.049 ms,1,avg:   0.007 ms,max:   0.007 ms,max start: 32153.893648 s,max end: 32153.893655 s
kworker/6:1H-kb:300,7.173 ms,618,avg:   0.007 ms,max:   0.098 ms,max start: 32159.706352 s,max end: 32159.706450 s
migration/4:30,0.047 ms,5,avg:   0.007 ms,max:   0.012 ms,max start: 32156.478755 s,max end: 32156.478767 s
kworker/2:1H-kb:244,7.078 ms,604,avg:   0.007 ms,max:   0.057 ms,max start: 32159.758054 s,max end: 32159.758111 s
migration/2:24,0.065 ms,6,avg:   0.007 ms,max:   0.010 ms,max start: 32152.478630 s,max end: 32152.478641 s
kworker/4:1H-kb:141,7.787 ms,654,avg:   0.007 ms,max:   0.065 ms,max start: 32159.733223 s,max end: 32159.733288 s
kworker/9:1H-kb:301,6.362 ms,543,avg:   0.007 ms,max:   0.026 ms,max start: 32151.320431 s,max end: 32151.320457 s
kworker/11:1H-k:311,6.586 ms,561,avg:   0.007 ms,max:   0.020 ms,max start: 32147.308934 s,max end: 32147.308954 s
kworker/10:1H-k:289,7.193 ms,592,avg:   0.007 ms,max:   0.028 ms,max start: 32150.539431 s,max end: 32150.539459 s
kworker/8:1H-kb:291,7.099 ms,607,avg:   0.006 ms,max:   0.026 ms,max start: 32153.820433 s,max end: 32153.820459 s
migration/3:60,0.062 ms,6,avg:   0.006 ms,max:   0.007 ms,max start: 32152.478700 s,max end: 32152.478707 s
